idade,sexo,estado_civil,escola,Qte_dependentes,tempo_ultimoservico,trabalha,vl_salario_mil,reg_moradia,casa_propria,vl_imovel_em_mil,Qte_cartoes,Qte_carros,SCORE_REAL,PREVISAO_Regressão Linear,PREVISAO_Árvore de Decisão,PREVISAO_Random Forest
59,0,0,1,0,51,1,75.8296399370094,3,1,446,1,1,517.0,557.7845713579261,550.8405405405407,536.0236008466591
49,1,1,1,4,40,1,190.77710671893,3,1,324,1,0,389.0,509.7653533940207,506.254597122302,547.5326719490662
54,0,0,4,3,46,1,67.937033052504,5,0,0,1,1,438.0,552.3397847300143,497.28352745424286,484.0976253186198
29,0,3,2,0,34,0,0.0,5,0,0,1,0,411.12,340.369741433013,340.295625,320.9320402624025
36,0,0,2,1,24,1,17.079789731472,5,0,0,1,0,245.0,328.45981579405907,274.94490566037734,303.5293654360316
44,0,0,4,2,33,0,0.0,1,1,178,1,1,383.2,358.1317790113034,325.2032,362.62194116959927
57,0,3,1,0,41,1,22.859223358146,5,0,0,1,1,442.8,457.3223387289268,497.28352745424286,494.9201868480437
43,0,3,3,0,33,1,21.9350153395573,3,0,0,1,1,441.9,451.41133083805636,459.7978003384095,470.3170441599223
40,0,0,3,4,27,1,64.687876340976,4,0,0,1,0,449.0,406.0623664352806,351.0965116279069,398.20575620077585
44,0,1,1,3,23,1,21.8085225367968,4,0,0,1,0,311.0,332.7449302146787,375.7111111111111,398.62482820591737
47,1,0,3,3,36,1,96.85314164799,2,1,280,1,1,491.0,481.5073938125022,497.28352745424286,444.3549308774221
38,1,1,3,2,25,1,100.82335741374,1,1,879,2,1,621.0,640.0396642225755,480.38,645.7854256357422
40,1,0,0,3,23,1,182.37147072144,3,1,379,1,1,522.9,477.977835960092,386.3283333333334,470.1931418211279
55,1,0,1,3,40,1,132.8245030497,3,1,297,1,1,518.0,507.91656531670145,495.62435897435904,448.6230267925636
37,0,0,2,1,33,1,17.6935039306812,3,1,218,1,1,394.0,399.6186530319401,364.1385964912281,371.2980699984297
46,1,3,2,1,38,1,98.148580274304,5,0,0,1,0,460.8,440.1357460849864,428.29344978165943,440.2536160751689
36,0,0,2,5,27,1,17.0495577854976,3,1,184,1,1,384.0,384.54664153120507,335.04727272727274,341.54043543414406
48,1,3,1,1,27,1,94.372494283496,4,0,0,1,1,351.9,434.52998033647333,426.8409395973154,426.1301045785643
48,0,0,1,4,33,1,17.9840202555888,2,1,296,1,1,398.0,426.0567487343603,364.1385964912281,380.13796749000755
41,0,0,2,3,34,1,22.3964050580568,2,1,485,1,1,484.0,484.9153709143961,489.79212598425204,482.11701482813845
51,0,0,3,0,38,0,0.0,1,1,205,1,2,460.0,427.6337426420057,444.2,428.05760159742516
46,0,0,2,2,30,1,22.313000136906,3,1,425,1,1,515.0,427.2410180880536,489.79212598425204,476.5359848923017
61,1,0,2,0,51,1,69.89398252305,3,1,152,1,1,455.0,470.7346265358936,550.8405405405407,466.6973024545482
36,0,0,4,2,29,1,20.0835569785536,3,1,394,1,1,388.0,434.574602738281,467.53999999999996,413.65659384581
27,1,3,2,0,15,1,158.842332068193,6,0,0,1,0,243.9,360.0072621475261,382.3849056603772,342.1869127661191
59,0,3,1,0,37,1,25.2603525437037,1,1,478,1,1,535.5,464.86154003365317,497.28352745424286,513.9558026640946
40,0,0,1,2,29,1,22.15124401392,3,1,486,1,1,440.0,438.87946709421624,489.79212598425204,457.3447535306856
33,1,0,0,2,40,1,182.740846508157,2,1,773,1,0,757.05,616.0182110975213,517.8399999999999,678.013171291194
36,1,3,1,0,19,1,88.29648504908,5,0,0,1,1,371.7,385.4746462965636,378.39478260869566,378.98981993177483
46,0,3,4,0,27,0,0.0,4,0,0,1,0,361.44,292.5600185709867,274.94490566037734,314.8297919594103
40,0,3,0,1,27,1,73.6475788084344,2,1,914,1,0,495.9,499.3574940471986,483.05555555555554,545.6163469332639
65,0,0,3,2,43,1,72.4962677868,6,0,0,1,1,348.0,505.227074491029,497.28352745424286,501.2571908066472
50,0,0,2,1,35,1,22.1991071508,3,1,394,1,0,408.0,376.1771101071621,409.13650793650794,425.29450746007745
42,1,3,2,1,35,1,88.82356154652,5,0,0,1,0,205.2,421.2977642360304,371.3832214765101,386.03984795950316
61,0,0,3,0,44,1,21.4973385733344,1,1,242,1,0,541.0,391.0110064247759,457.0760736196319,421.4542450897046
42,1,2,3,3,37,1,89.6399974534,5,0,0,1,0,310.0,450.23673013465987,428.29344978165943,468.8531757632158
55,1,3,4,0,45,1,143.29627789537,2,1,786,1,0,522.9,597.7466451888608,609.5571428571428,630.2605470971878
42,0,0,3,3,27,1,64.2819227664456,5,0,0,1,1,359.0,450.326106833972,426.8409395973154,432.9337214667182
48,0,3,2,0,40,1,19.1628995074776,3,0,0,1,1,401.4,479.47055919970785,430.57142857142856,404.754392606386
58,0,3,3,0,44,0,0.0,6,0,0,1,0,391.68,357.3690501794919,394.70400000000006,365.4867965076429
38,1,0,4,2,32,1,119.9598731064,3,1,291,1,0,485.0,418.1892130585944,485.2121212121212,440.99002681867023
39,0,2,2,3,26,1,35.6665878599184,2,1,1367,1,1,626.0,653.1107720913988,701.3333333333334,671.0503519437966
43,1,0,2,3,34,1,185.8729667795,3,1,320,1,1,550.0,535.8930717230575,506.254597122302,539.5245894193306
49,0,0,0,3,39,1,65.2752644274768,6,0,0,1,1,337.0,491.91306280177594,497.28352745424286,467.2347538982935
59,0,0,3,1,48,1,35.1261259559028,1,1,1017,1,2,738.0,732.1607560996856,824.3333333333334,739.5951646800306
53,0,3,1,1,32,1,22.1886760783374,6,0,0,1,0,364.5,347.93377233561824,409.13650793650794,406.1993289931794
47,1,2,2,3,42,1,30.3787433313,1,1,933,1,1,690.0,623.1635233949696,614.4222222222221,687.1452238683355
47,1,2,4,1,33,1,124.2028459812,4,0,0,1,0,370.0,442.7207833918321,485.2121212121212,475.23792536742354
41,1,0,0,4,40,1,82.35233583822,2,1,1397,2,1,822.0,821.0338109523373,750.6666666666666,756.7637419721945
26,1,0,0,0,15,1,164.343927541815,4,0,0,1,1,530.25,429.0992156854939,386.3283333333334,365.6933594316757
59,0,3,2,0,44,1,75.1753441920152,6,0,0,2,1,620.1,576.5442294078571,673.5827586206897,595.0987195095889
48,1,0,3,2,33,1,68.1767638134,6,0,0,1,1,505.0,448.77895178964195,459.7978003384095,444.72235013671974
44,0,0,2,2,36,0,0.0,6,0,0,1,1,489.6,396.3746100403593,383.49285140562256,383.5214551056202
54,0,0,1,3,34,1,18.5202380693484,6,0,0,1,0,341.0,366.0162785978203,344.9574074074074,349.2541298751217
38,1,3,3,0,18,1,80.0814149109,2,1,1464,1,1,621.0,628.8720498044763,668.6714285714286,662.963692355611
54,1,0,1,2,41,1,131.72692587824,4,0,0,1,1,534.0,538.5047496992229,497.28352745424286,478.21919268061805
51,1,3,1,0,42,1,69.86841866034,4,0,0,1,1,463.5,494.1656117596082,497.28352745424286,494.1965532864671
39,0,3,3,0,33,0,0.0,3,0,0,1,1,351.36,401.0084714725552,383.49285140562256,380.59835937337823
39,1,0,1,1,21,1,88.14734502487,6,0,0,1,1,301.0,389.4781010729672,378.39478260869566,352.5311176572933
40,1,3,2,2,34,1,71.8840224284,2,1,867,1,0,549.9,526.0850597650592,483.05555555555554,554.8146015476187
42,1,0,1,4,31,1,94.8372185404,1,1,403,1,0,430.0,429.7535604756795,409.4328859060402,444.33998144677133
43,1,1,2,4,35,1,125.9232249704,5,0,0,1,0,448.0,464.3519313602512,485.2121212121212,469.30232830332284
56,1,3,1,0,48,1,195.793330138068,2,1,215,1,0,402.3,508.3750143441811,393.8175862068965,501.1375555364603
38,0,3,3,0,24,1,66.3251756036717,1,1,562,1,0,329.4,412.3976556834097,351.0965116279069,403.632988647509
52,0,0,1,3,44,1,19.3426571834304,6,0,0,1,1,462.0,488.862292614706,399.51724137931035,405.6228701855953
45,1,3,2,0,36,1,126.55538807448,6,0,0,1,1,446.4,497.11986225210677,497.28352745424286,500.57868291944897
47,1,0,0,4,35,1,93.48901286004,4,0,0,1,0,407.0,433.6638930674466,409.4328859060402,440.66221600279374
53,0,3,2,0,36,1,24.4611624538694,4,0,0,1,0,449.1,384.8687949829399,450.4853146853148,438.457913191364
40,1,0,1,3,34,1,123.475920897,6,0,0,1,1,451.0,502.6610826986456,459.7978003384095,469.5412117700894
37,1,0,3,4,23,1,87.23777962759,3,1,189,1,0,289.0,329.6407511371003,310.05862068965524,338.9983044186067
47,0,3,1,0,35,1,22.7931807636263,3,0,0,1,0,426.6,388.74456773762637,409.13650793650794,396.81590508484237
39,0,3,4,1,33,1,21.3961577533578,5,0,0,1,1,462.6,452.94200860595026,459.7978003384095,455.4907776874042
44,1,0,2,3,29,1,186.1747118496,2,1,408,1,1,420.0,532.7703818752068,506.254597122302,550.6534584139924
49,0,0,1,3,34,1,22.8555964634844,5,0,0,1,0,483.0,382.9310610120856,437.32738095238096,438.89624936108197
28,0,0,1,0,34,0,0.0,3,1,240,1,1,344.0,358.7414583155304,325.2032,352.66452109520264
58,0,3,2,0,43,1,73.2150566158039,3,0,0,1,1,462.6,522.0445935767905,497.28352745424286,527.0900298679414
61,1,3,3,0,49,1,102.416870602914,4,0,0,1,0,378.9,492.2871762908581,457.0760736196319,484.13080130205896
41,1,3,3,0,34,1,124.3539626757,4,0,0,1,0,558.0,446.70799251211344,422.4763636363636,454.9091956342773
45,0,3,2,1,33,1,21.9083774330898,5,0,0,1,1,423.9,436.80152887868667,459.7978003384095,465.8810919508116
35,1,3,1,0,35,1,88.82744624901,3,0,0,1,0,441.9,434.00968111538657,371.3832214765101,396.1868919791276
33,0,2,1,1,23,1,26.3483280973416,2,1,830,3,1,612.0,637.3078548420942,480.38,581.2159943657736
65,1,0,3,0,53,1,19.9249897275,3,1,297,1,0,530.0,417.83931373340243,447.0,443.18091041404034
49,1,2,4,5,40,1,96.8118491907,3,1,225,1,1,437.0,502.2825237255763,497.28352745424286,450.3543747884948
52,1,0,2,2,43,1,144.83413847992,1,1,780,1,2,853.0,720.9980972507151,751.6918181818182,754.5015018634937
48,1,0,3,1,36,1,97.4024112,6,0,0,2,0,625.0,489.3720059377396,552.8,570.2379840810647
43,0,2,2,4,28,1,21.40779037254,3,1,414,1,1,379.0,431.9120663823654,437.1375,456.67050436237497
39,1,3,3,0,34,1,117.428114359514,4,0,0,1,0,290.7,444.45607806227116,422.4763636363636,420.14395415036336
51,0,0,4,1,33,1,137.207361705631,1,1,475,1,1,511.0,547.179828694924,564.5574074074075,541.7719911406059
54,1,0,1,2,41,1,65.52049093744,4,0,0,1,1,378.0,491.56425619563464,497.28352745424286,454.3002725259464
49,0,0,2,3,35,1,16.812985955484,6,0,0,1,1,324.0,442.6898433031833,383.49285140562256,358.2313791491196
40,1,0,4,1,33,1,124.3310947788,6,0,0,1,1,517.0,496.76959563503556,459.7978003384095,499.54177859322255
42,1,0,4,3,29,1,66.3690715263,3,1,432,1,1,545.0,457.2845497696064,489.79212598425204,471.2939847651059
48,0,3,4,0,36,1,21.7165689808274,4,0,0,1,1,474.3,459.22305742181015,497.28352745424286,486.6219843777055
48,0,0,1,4,33,1,19.5588887264064,4,0,0,1,1,422.0,451.11661072717845,383.49285140562256,396.6171024699279
43,1,0,1,3,33,1,60.22369942017,2,1,239,1,1,299.0,425.44692249483484,407.77532467532467,413.7108887363271
33,0,0,2,2,18,1,18.0830882705256,3,1,292,1,0,319.0,279.93875580140906,286.85714285714283,313.3821676724092
48,0,1,4,3,49,1,42.296916722688,2,1,1603,1,1,765.0,841.5716860338855,772.1666666666666,757.5844224776882
53,0,2,2,2,33,1,28.5455399224068,1,1,734,1,1,547.0,526.729429489956,541.7571428571429,560.9115669970503
64,1,3,2,0,55,1,23.113393875968,3,0,0,1,0,489.6,470.09087548808714,457.0760736196319,494.6449886596912
56,0,3,1,0,42,1,23.5683695080548,3,0,0,1,0,400.5,418.2658242836738,450.4853146853148,434.6951500523254
58,0,0,2,3,36,1,41.557886324262,2,1,1411,1,1,695.0,698.4455493652529,727.9090909090909,711.1351848115822
38,0,0,3,3,24,1,64.5130959249348,2,1,390,1,1,439.0,442.91831162846614,475.54999999999995,434.06957441355604
47,1,1,4,1,36,1,126.91975187808,3,1,182,2,1,552.0,535.3547287464658,606.4333333333333,594.8000513233369
38,0,3,1,1,24,1,21.377965285512,2,1,456,1,1,427.5,408.5182992541319,437.1375,433.09329133877617
34,0,0,2,2,21,1,17.96703044919,6,0,0,1,1,295.0,374.85595758016035,300.07500000000005,330.0170489395508
56,1,3,2,1,34,1,23.523636488352,3,0,0,1,0,435.6,364.9318299504146,409.13650793650794,400.90859272700897
37,1,0,3,1,24,1,177.09444644374,5,0,0,1,1,409.0,488.4666321629878,410.0619285714286,434.4522678406394
60,1,1,3,1,45,1,140.9592963648,1,1,225,1,2,711.0,591.5259165043564,714.1535714285714,561.0690419279148
40,0,3,4,0,32,1,36.99666751116,4,0,0,1,1,652.5,457.2993450405405,459.7978003384095,492.26016406027475
41,1,0,2,2,29,1,95.70840832275,3,1,480,1,1,475.0,475.09577170817244,489.79212598425204,486.27198594155925
50,1,0,4,0,33,1,95.44075416,4,0,0,1,1,365.0,470.66201454125513,459.7978003384095,467.3075879083331
53,0,3,1,0,37,0,0.0,2,1,764,1,1,512.64,472.6858720429414,531.6742857142857,495.61437348615243
51,0,3,4,1,33,1,21.4810896834065,4,0,0,1,1,459.9,444.24576158560006,459.7978003384095,461.6908557193954
63,1,2,2,1,51,1,24.05414794088,6,0,0,1,1,606.0,493.9167664870546,550.8405405405407,533.1235402755989
34,0,3,1,0,18,1,18.3077661424038,6,0,0,1,1,443.7,342.9729484118845,330.35,362.9123342268479
50,0,0,2,1,43,1,24.94856166768,3,1,553,1,0,498.0,461.1129973316561,450.4853146853148,512.1308033045156
40,0,3,1,1,25,1,17.8993952991168,6,0,0,1,0,275.4,321.2380690245574,273.0,296.4840419751792
51,0,0,4,3,36,1,22.9365092408712,3,1,412,1,1,543.0,468.4129713072405,497.28352745424286,498.31258894560983
30,0,0,2,1,16,1,17.039073458784,4,1,256,1,0,232.0,249.3778507989951,218.21428571428572,270.8412643619265
32,1,3,0,0,13,1,65.9190398328,1,1,836,1,0,325.8,387.8509434321543,483.05555555555554,504.02895454550804
53,1,3,2,0,42,1,198.69923250495,4,0,0,1,1,436.5,587.1124218794614,492.9547567567568,554.2286357399366
43,0,2,1,3,23,1,20.867074349121,6,0,0,1,0,345.0,320.0590129260516,375.7111111111111,379.2835457575259
38,0,2,3,1,27,1,16.2663620640048,2,1,276,1,1,263.0,388.9388554272542,376.94818181818187,338.6366772111441
58,0,0,2,1,45,1,96.1537365773496,1,1,1532,1,1,786.0,811.0886898359133,835.375,790.4078245807996
45,0,2,2,3,34,1,84.00908093304,2,1,1287,1,1,744.0,707.9773172424582,701.3333333333334,667.60373590772
46,0,0,4,2,38,0,0.0,3,1,453,1,1,424.8,432.93953856053383,436.584,420.00099906742594
60,0,3,3,0,34,1,24.070701122208,5,0,0,1,0,398.7,360.6607426374556,409.13650793650794,420.126924974402
41,1,0,2,3,28,1,177.87367774782,3,1,296,1,1,386.0,492.3282310373451,410.0619285714286,464.8014300460866
53,0,3,2,0,37,1,68.4606406117838,6,0,0,1,1,367.2,468.6487931752376,497.28352745424286,485.3652983590869
49,0,0,4,3,33,0,0.0,5,0,0,1,1,416.0,394.6285015079329,383.49285140562256,390.0517677339723
54,0,3,1,0,47,0,0.0,6,0,0,1,0,349.2,371.70161085352595,355.12,350.97958062511003
49,0,1,4,3,35,1,21.6239191687332,4,0,0,1,0,362.0,408.9341389331658,437.32738095238096,443.98021847700323
47,0,2,2,3,34,1,18.4120337394,5,0,0,1,1,375.0,449.9123072633036,383.49285140562256,379.40680344411174
57,1,3,3,0,45,1,207.870246923084,4,0,0,1,1,621.9,610.1052480293737,684.02,641.8970673956766
40,0,0,2,1,29,1,27.6947171802,1,1,843,1,0,525.0,474.9038229064551,465.58000000000004,511.18882126298337
46,1,3,1,0,34,1,98.48731035794,4,0,0,1,0,423.0,413.19410315374296,371.3832214765101,404.0507646638841
39,1,3,1,0,26,1,61.88561179208,6,0,0,1,0,324.0,335.37601477881486,351.0965116279069,342.4377155662906
53,1,0,1,1,34,1,130.0101333714,4,0,0,1,1,420.0,490.96076673790634,459.7978003384095,437.4475143837744
50,0,0,2,2,36,1,24.11469771408,2,1,510,1,0,436.0,423.7115655926917,450.4853146853148,468.6529669997025
45,1,3,2,1,35,1,85.859360876615,3,0,0,1,0,692.1,429.59773233695535,371.3832214765101,389.9883972719363
30,1,3,1,0,22,1,93.08226299008,6,0,0,1,0,431.1,346.0664326256936,396.7722222222223,379.8468463319142
38,0,3,3,0,24,1,71.333154429746,2,1,787,3,0,585.9,600.3357357839286,552.3874999999999,546.4641076411118
37,1,2,3,3,26,1,122.59827019705,5,0,0,1,2,627.0,538.1756837794067,472.8,484.94841391130126
56,1,3,0,0,45,1,136.84152226368,4,0,0,1,1,526.5,548.2829034414874,495.62435897435904,560.5892193783804
50,0,0,3,2,40,0,0.0,3,1,440,1,0,344.0,370.9683214666504,388.40000000000003,397.7693639865285
44,0,0,3,2,30,1,74.5042972036608,2,1,793,1,1,584.0,562.1540912214134,636.5454545454545,579.2139203158267
39,0,3,2,0,25,1,21.3955303241156,5,0,0,1,1,441.9,390.90960104898073,426.8409395973154,424.50512371674887
40,0,0,3,3,29,1,20.819504517168,5,0,0,1,0,468.0,372.73960662110017,411.2758620689655,405.85938633451536
48,1,3,1,1,30,1,129.1596152551,6,0,0,1,0,382.5,401.2225107078925,422.4763636363636,422.72232757052427
54,0,3,2,0,47,1,21.9010424486515,6,0,0,1,0,460.8,431.66146848138726,457.0760736196319,453.9520330118387
49,1,1,1,3,37,1,138.42887893822,2,1,730,1,1,642.0,609.150782959985,679.2428571428571,654.7562410687577
41,1,3,2,0,35,1,80.837534748057,2,1,1372,1,1,672.3,699.6218958804443,701.3333333333334,669.4239553564069
48,1,1,2,2,35,1,39.1205880522,1,1,1462,1,1,737.0,699.7856497701505,727.9090909090909,705.8695012131375
44,1,3,2,0,39,1,85.570532110656,1,1,1537,1,1,732.6,767.1457607286395,799.8570000000001,728.9000762119933
45,1,0,0,2,38,1,194.113076501988,4,0,0,1,2,733.95,634.0182126166294,506.254597122302,625.9675643349444
48,1,3,3,1,39,1,201.929718604064,2,1,740,1,1,709.2,666.64434036532,709.7785714285714,659.7364507796381
52,1,3,2,0,42,1,97.263464222936,4,0,0,1,0,387.9,455.3977211080456,428.29344978165943,451.6767422267008
51,1,3,3,0,42,1,100.247342201856,3,0,0,1,1,475.2,531.4270864594035,497.28352745424286,525.5433676358518
50,1,3,2,0,43,1,134.0979826875,2,1,464,1,1,562.5,565.4552889226113,564.5574074074075,545.2426158711685
52,1,3,4,0,35,1,126.9393613686,5,0,0,1,0,292.5,436.83635591965566,422.4763636363636,442.91366103538485
40,0,3,1,0,34,1,23.6246831372832,4,0,0,1,0,441.9,385.59639533493396,409.13650793650794,399.37371839974617
51,0,3,2,0,39,0,0.0,3,0,0,1,0,365.04,354.754633551797,308.5639024390243,351.89092922734056
48,0,3,3,0,33,1,21.9106663867032,4,0,0,1,1,465.3,437.5530626561817,459.7978003384095,470.4740619049819
37,1,3,1,0,24,1,61.372390733082,4,0,0,1,1,465.3,401.49013190306135,426.8409395973154,385.4996028673052
50,1,0,4,1,42,1,196.374217044675,5,0,0,1,0,557.23,533.2553004427443,586.8455737704917,556.6863760942734
62,1,3,1,0,34,1,24.38675977635,3,0,0,1,0,436.5,346.5831506507494,409.13650793650794,388.0149372452646
47,0,3,3,2,33,1,18.9526020591965,2,1,224,1,1,330.3,409.8897194660606,364.1385964912281,367.550100114924
37,1,2,4,2,17,1,130.70591518733,1,1,1020,1,0,577.0,521.8826271451986,762.8633333333332,625.2328606628246
42,0,0,3,2,27,0,0.0,5,0,0,1,1,360.0,357.8611301942083,335.04727272727274,375.2926218617055
48,1,3,2,1,32,1,130.652464345,6,0,0,1,1,562.5,479.36649804499484,459.7978003384095,486.0256155932595
63,0,0,4,0,51,0,0.0,5,0,0,1,1,424.0,461.11720697496105,369.93939393939394,413.5140914934306
52,0,0,3,2,41,1,73.4204064779328,3,1,475,1,1,582.0,535.4759691291916,497.28352745424286,538.1856422963148
54,0,3,4,0,35,0,0.0,5,0,0,1,0,236.16,321.5140960572289,308.5639024390243,325.47308408835124
60,0,0,1,0,43,1,19.076139770688,5,0,0,1,0,374.0,398.0971831361239,344.9574074074074,369.7301289874054
64,1,3,2,0,49,1,24.11760300032,5,0,0,1,1,547.2,482.45213082941757,550.8405405405407,537.346729050492
30,1,0,2,0,21,1,64.6332985675,6,0,0,1,0,475.0,321.1871673793325,351.0965116279069,326.1277748536838
52,0,3,1,0,43,1,23.1769722620467,5,0,0,1,0,457.2,414.7638523258757,450.4853146853148,441.22275001362675
34,0,3,2,0,21,1,79.6851423307267,4,0,0,1,0,594.9,361.56081772440155,538.6666666666666,348.0042952358781
43,0,1,2,1,27,0,0.0,5,0,0,1,1,438.4,346.5884983954058,335.04727272727274,361.606048802438
47,0,0,0,5,39,1,65.1915105069816,6,0,0,1,1,412.0,507.9542560045412,497.28352745424286,474.2673714803794
43,1,0,0,3,34,1,66.812583123,6,0,0,1,1,468.0,454.23484174032274,459.7978003384095,453.42226472934766
49,0,1,2,4,33,1,28.810655007876,2,1,769,1,2,717.0,606.5352769372814,541.7571428571429,590.5234240381471
46,1,2,4,1,24,1,62.12069602218,6,0,0,1,1,359.0,394.1393715048497,426.8409395973154,414.1573883371131
48,0,0,1,3,34,1,28.1459595580416,2,1,772,1,1,522.0,540.7716653764287,541.7571428571429,556.3878120800936
49,1,0,3,3,35,1,102.76285807923,6,0,0,1,1,617.0,490.38804055121904,497.28352745424286,518.3204429776295
65,0,3,3,0,33,1,75.4134228481194,3,0,0,1,1,487.8,460.08384471988535,459.7978003384095,468.3384541907566
57,0,3,3,0,36,0,0.0,3,0,0,1,0,308.88,333.4995134923509,308.5639024390243,340.48571719772775
50,0,0,4,1,34,1,22.76129788758,5,0,0,1,1,421.0,442.0107950977503,459.7978003384095,472.1233375946314
52,1,0,2,2,38,1,101.74168527064,4,0,0,1,1,523.0,506.62413755482373,497.28352745424286,496.7022588891908
34,0,3,1,0,33,1,17.3268046976942,3,0,0,1,1,378.9,451.57939880025583,383.49285140562256,398.49710548079963
51,1,0,3,2,37,1,135.47340227148,4,0,0,1,1,564.0,530.2854293922253,564.5574074074075,556.5008521992149
51,0,3,3,1,29,1,25.1351468478648,2,1,552,1,1,512.1,453.5278989655808,489.79212598425204,491.3856574654301
36,1,0,4,2,20,1,88.1486174776,4,0,0,1,0,354.0,360.3956363704971,310.05862068965524,340.6891953278836
40,0,3,3,0,34,1,16.688876038296,3,0,0,3,0,360.9,536.7521787402045,389.5800000000001,378.6731201006437
44,0,0,1,3,24,0,0.0,6,0,0,1,0,358.4,267.5314917542909,274.94490566037734,327.30081756441024
34,0,2,2,2,14,0,0.0,2,1,756,2,1,468.8,448.4592025361251,480.38,466.245468992513
43,1,2,0,1,34,1,97.32885840964,4,0,0,1,0,561.0,417.77584862757425,371.3832214765101,448.4776130452464
53,1,0,2,3,33,1,98.06528364696,4,0,0,1,1,392.0,480.170028998447,459.7978003384095,437.5478230382245
47,0,3,4,1,34,1,22.8333411991238,4,0,0,1,0,447.3,395.2436178715828,409.13650793650794,413.96759012491947
42,1,3,2,0,28,1,60.541688179636,6,0,0,1,0,276.3,346.3951330510036,351.0965116279069,354.34492180394375
42,0,1,4,3,36,1,19.7784896289156,5,0,0,1,1,417.0,476.7095372158588,455.6666666666667,435.49092259839944
53,0,0,3,1,46,1,17.8396467880644,6,0,0,1,0,322.0,432.123325239211,344.9574074074074,359.13882675907297
59,1,3,2,0,51,1,91.46514952566,2,1,1375,1,0,702.0,716.3531905669286,718.3285714285715,682.5691004647593
51,0,0,1,1,42,1,67.7254378653252,4,0,0,1,1,418.0,513.7466567673587,497.28352745424286,486.4719156836709
35,0,3,3,0,13,1,18.0534145404816,5,0,0,2,0,334.8,336.996273554607,282.0142857142857,341.4032368500025
47,1,0,1,2,34,1,123.04818386175,2,1,234,1,1,355.0,462.66090972256467,407.77532467532467,421.4030513240807
44,0,0,0,4,34,1,98.7603792037632,5,0,0,1,0,516.0,445.8510075497523,409.4328859060402,463.3409000711698
53,1,3,3,1,39,1,103.326533916705,3,0,0,1,1,535.5,520.1291617979791,497.28352745424286,516.1721103853579
36,1,0,1,0,24,1,115.000159352,3,1,172,1,1,348.0,378.34426214289965,344.44,352.9620401756358
44,0,0,3,2,35,1,28.483067833344,2,1,840,1,0,541.0,508.34014687118315,483.05555555555554,536.7233774205675
54,0,0,2,2,47,1,97.4334098884608,2,1,1739,1,0,808.0,814.5423318676753,772.1666666666666,752.1383599897284
29,1,3,3,0,33,1,68.258338020024,6,0,0,1,1,538.2,463.775801201837,459.7978003384095,454.8598168124073
47,0,2,4,5,33,0,0.0,4,0,0,1,0,357.6,358.88134243177706,369.6473684210526,376.756310098797
52,1,3,1,0,46,1,128.60329516788,6,0,0,1,0,389.7,482.3557442255136,507.95405405405404,447.61999769744347
46,0,3,2,0,38,1,17.7040193801856,5,0,0,1,1,320.4,455.009637491595,383.49285140562256,386.6060795231005
49,1,0,2,1,28,1,204.084651552,2,1,861,1,1,650.0,622.6785839040976,727.0833333333334,664.6308331241112
59,0,0,2,0,47,1,24.672185225658,3,1,434,1,0,610.0,438.52827911949413,457.0760736196319,490.9503116344703
59,0,3,1,0,34,1,25.4612777339626,6,0,0,1,0,440.1,347.2531693319511,409.13650793650794,420.50562128270246
44,1,0,0,4,34,1,97.19321126688,3,1,439,1,1,482.0,496.9784556466333,489.79212598425204,505.31630671468434
44,1,0,2,1,30,1,134.9104309056,2,1,767,3,0,687.0,649.7972657080115,641.152,649.6868076272339
50,1,0,0,0,35,1,134.268740865,5,0,0,1,0,590.0,424.5102236416089,564.5574074074075,478.14653514715064
47,0,1,1,3,41,1,78.4602851307786,1,1,928,1,1,619.0,662.465836435422,614.4222222222221,676.5428585253123
46,1,0,3,1,25,1,191.80906215328,4,0,0,1,1,543.0,499.97850735391256,503.06149999999997,480.21481601526483
56,1,0,2,2,34,1,133.49363793948,4,0,0,1,1,479.0,500.42784803910337,495.62435897435904,475.097048593429
57,1,0,2,2,44,1,166.5739939838,4,0,0,1,0,882.0,519.9054086157514,714.1535714285714,518.8646196633214
60,0,0,2,1,39,1,69.895009419168,5,0,0,1,1,411.0,482.84728823452247,497.28352745424286,490.2896594169252
45,1,3,1,0,30,1,126.341523638745,1,1,253,2,1,557.1,515.6421790234469,549.790909090909,562.007977833544
39,1,3,0,1,33,1,94.33407933653,6,0,0,2,1,598.5,533.0751117430277,605.0071428571428,549.5882544273463
50,0,0,1,2,35,1,66.63208263777,5,0,0,1,0,309.0,411.76624781537623,409.4328859060402,421.172427875606
37,0,0,3,3,28,1,60.211767100269,5,0,0,1,1,327.0,459.9345315646624,426.8409395973154,403.8803391851052
54,1,0,2,3,41,1,72.496794755,3,1,462,1,1,550.0,514.1550791362176,497.28352745424286,528.931104217216
39,1,3,2,0,34,1,181.288381542304,4,0,0,1,0,554.4,485.4691003170123,506.254597122302,495.8533958580492
29,1,0,3,1,35,1,56.04031848924,3,1,214,1,0,308.0,373.8594221720599,409.13650793650794,411.0967225236078
39,0,0,1,2,26,1,66.423697707648,5,0,0,1,1,415.0,434.7354673351702,426.8409395973154,393.201410132491
61,0,0,2,1,47,0,0.0,3,1,487,1,1,470.4,458.12389388954614,475.68,436.76790205885544
42,1,0,2,1,31,1,95.73627464808,6,0,0,1,1,524.0,453.6135007800757,459.7978003384095,450.11600753513744
