ID_CLIENTE,TIPO_FUNCIONARIO,DIA_PAGAMENTO,TIPO_ENVIO_APLICACAO,QUANT_CARTOES_ADICIONAIS,TIPO_ENDERECO_POSTAL,SEXO,ESTADO_CIVIL,QUANT_DEPENDENTES,NIVEL_EDUCACIONAL,ESTADO_NASCIMENTO,CIDADE_NASCIMENTO,NACIONALIDADE,ESTADO_RESIDENCIAL,CIDADE_RESIDENCIAL,BAIRRO_RESIDENCIAL,FLAG_TELEFONE_RESIDENCIAL,CODIGO_AREA_TELEFONE_RESIDENCIAL,TIPO_RESIDENCIA,MESES_RESIDENCIA,FLAG_TELEFONE_MOVEL,FLAG_EMAIL,RENDA_PESSOAL_MENSAL,OUTRAS_RENDAS,FLAG_VISA,FLAG_MASTERCARD,FLAG_DINERS,FLAG_AMERICAN_EXPRESS,FLAG_OUTROS_CARTOES,QUANT_CONTAS_BANCARIAS,QUANT_CONTAS_BANCARIAS_ESPECIAIS,VALOR_PATRIMONIO_PESSOAL,QUANT_CARROS,EMPRESA,ESTADO_PROFISSIONAL,CIDADE_PROFISSIONAL,BAIRRO_PROFISSIONAL,FLAG_TELEFONE_PROFISSIONAL,CODIGO_AREA_TELEFONE_PROFISSIONAL,MESES_NO_TRABALHO,CODIGO_PROFISSAO,TIPO_OCUPACAO,CODIGO_PROFISSAO_CONJUGE,NIVEL_EDUCACIONAL_CONJUGE,FLAG_DOCUMENTO_RESIDENCIAL,FLAG_RG,FLAG_CPF,FLAG_COMPROVANTE_RENDA,PRODUTO,FLAG_REGISTRO_ACSP,IDADE,CEP_RESIDENCIAL,CEP_RESIDENCIAL_3,ROTULO_ALVO_MAU
30450,C,10,0,0,1,M,1,1,0,PR,UBIRATA,1,RS,RIO GRANDE,BARRA,Y,58,0.0,0.0,N,1,370.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,RS,RIO GRANDE,ZONA PORTUARIA,N, ,0,9.0,2.0,11.0,0.0,0,0,0,0,1,N,39,962,962,0
30461,C,25,0,0,1,F,2,0,0, , ,0,BA,ALAGOINHAS,PIRINEL,N, ,1.0,0.0,N,1,394.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,BA,ALAGOINHAS,CENTRO,Y,86,0,11.0,2.0,11.0,0.0,0,0,0,0,1,N,34,480,480,0
30479,C,25,0,0,1,F,1,0,0,SP,MOGI DAS CRUZES,1,SP,FERRAZ DE VASCONCELOS,JD BELA VISTA,Y,5,1.0,23.0,N,0,400.0,0.0,0,1,0,0,0,1,1,0.0,1,Y,SP,FERRAZ DEVASCONCELOS,PQ SAO FRANCISCO,Y,5,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,23,853,853,0
30487,C,5,0,0,1,M,1,0,0,RN,Pau dos Ferros,1,GO,Itapaci,Res Pedra Bonita,Y,67,2.0,1.0,N,0,602.0,0.0,0,0,0,0,0,0,0,0.0,1,Y,GO,Itapaci,Zona Rural,Y,67,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,42,763,763,1
30513,C,25,0,0,1,F,4,1,0,RS,SAPIRANGA,1,RS,SAPIRANGA,CENTRO,N, ,5.0,1.0,N,0,500.0,350.0,0,0,0,0,0,0,0,0.0,1,Y,RS,SAPIRANGA,SAO LUIS,Y,54,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,56,938,938,0
30519,C,10,0,0,1,F,5,1,0,RS,PEDRO OSORIO,1,RS,PELOTAS,FRAGATA,Y,58,2.0,2.0,N,1,4483.0,0.0,1,1,0,0,0,1,1,0.0,1,Y,RS,Pelotas,Porto,N, ,0,8.0,4.0,0.0,0.0,0,0,0,0,1,N,43,960,960,1
30582,C,5,0,0,1,F,2,0,0,SP,SAO PAULO,1,AL,DELMIRO GOLVEIA,BARRAGEM LESTE,Y,100,5.0,15.0,N,1,700.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,PE,PETROLINA,CENTRO,Y,100,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,22,574,574,0
30594,C,20,0,0,1,M,1,0,0, , ,0,GO,LUZIANIA,PAQUE ALVORADA I,Y,66,0.0,0.0,N,1,370.0,0.0,1,1,0,0,0,1,1,0.0,1,Y,GO,LUZIANIA,Z RURAL,Y,66,0,11.0,5.0,11.0,0.0,0,0,0,0,1,N,19,728,728,1
30612,C,10,0,0,1,M,3,0,0,MG,POCRANE,1,MG,Ipatinga,Bom Jardim,Y,29,2.0,5.0,N,0,795.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,MG,IPATINGA,IGUACU,Y,29,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,34,351,351,0
30637,C,10,0,0,1,F,2,2,0,RS,CAMAQUA,1,RS,Pelotas,areal,Y,58,1.0,2.0,N,0,475.0,0.0,0,1,0,0,0,1,1,0.0,1,Y,RS,Pelotas,Centro,Y,58,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,34,960,960,0
30647,C,15,Web,0,1,M,6,2,0,MG,ITUIUTABA,1,MT,CANARANA,CENTRO,N, ,2.0,0.0,N,1,225.0,200.0,0,0,0,0,0,0,0,35000.0,1,Y,MT,CANARANA,RURAL,N, ,0,9.0,2.0,9.0,3.0,0,0,0,0,1,N,33,786,786,0
30648,C,25,0,0,1,F,0,0,0, , ,0,AL,MACEIO,JACINTINHO,Y,100,1.0,0.0,N,1,375.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, , , ,N, ,0,9.0,2.0,11.0,0.0,0,0,0,0,1,N,29,570,570,0
30651,C,10,0,0,1,M,6,2,0,CE,NOVA RUSSAS,1,CE,FORTALEZA,JOSE WALTER,Y,107,1.0,1.0,N,0,1618.0,0.0,1,0,0,0,0,1,1,0.0,1,Y,CE,FORTALEZA,CIDADE DOS FUNCIONARIOS,N, ,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,49,607,607,0
30660,C,10,0,0,1,F,1,2,0, , ,0,BA,VALENCA,MARICOABO,Y,86,1.0,0.0,N,1,429.0,0.0,0,0,0,0,0,1,1,0.0,0,Y,BA,VALENCA,MARICOABO,N, ,0,11.0,2.0,11.0,0.0,0,0,0,0,1,N,34,454,454,1
30663,C,10,0,0,1,M,2,0,0,RS,VIAMAO,1,RS,VIAMAO,CENTRO,Y,54,1.0,1.0,N,0,1100.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,RS,ALVORADA,CENTRO,Y,54,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,40,944,944,1
30664,C,10,0,0,1,M,2,2,0,ES,ALEGRE,1,ES,CACHOEIRO DE ITAPEMIRIM,SOTURNO,Y,27,2.0,1.0,N,0,759.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,ES,CACHOEIRO DE ITAPEMIRIN,VARGEM GRANDE DE SOTURNO,Y,27,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,32,293,293,0
30665,C,15,0,0,1,F,1,0,0,RJ,RIO DE JANEIRO,1,RJ,CAMPOS DOS GOITACAZES,TURF CLUB,Y,22,5.0,4.0,N,0,390.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,RJ,CAMPOS DOS GOITACAZES,ALPHAVILE,Y,22,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,24,280,280,0
30670,C,10,0,0,1,M,2,0,0, , ,0,RJ,RIO DE JANEIRO,STA CRUZ,Y,20,1.0,0.0,N,1,778.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,RJ,RIO DE JANEIRO,INHAUMA,Y,20,0,9.0,2.0,11.0,0.0,0,0,0,0,1,N,43,235,235,1
30673,C,10,0,0,1,M,2,1,0,RS,PINHEIRO MACHADO,1,RS,PINHEIRO MACHADO,CENTRO,Y,58,1.0,17.0,N,0,1334.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,RS,PINHEIRO MACHADO,CENTRO,Y,58,0,9.0,1.0,0.0,0.0,0,0,0,0,1,N,87,964,964,0
30676,C,5,0,0,1,F,2,2,0,BA,igapora,1,SP,Maua,Jardim Sonia Maria,Y,5,2.0,3.0,N,1,1175.0,0.0,0,1,0,0,0,1,1,0.0,1,Y,SP,Santo Andre,Parque Jacatuba,Y,5,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,39,938,938,0
30684,C,5,0,0,1,M,2,1,0,SC,BLUMENAU,1,RS,IMBE,CENTRO,Y,54,4.0,4.0,N,0,552.0,0.0,0,0,0,0,0,0,0,0.0,1,Y,RS,IMBE,CENTRO,N, ,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,45,956,956,1
30702,C,25,0,0,1,F,1,0,0,GO,APAPUA,1,GO,GOIANIA,PARQUE DAS AMENDOEIRAS,Y,67,2.0,4.0,N,0,700.0,0.0,0,0,0,0,0,1,1,0.0,1,N,GO,GOIANIA,SETOR CENTRAL,Y,67,0,0.0,0.0,0.0,0.0,0,0,0,0,1,N,33,747,747,0
30703,C,15,0,0,1,M,1,0,0,BA,CORIBE,1,GO,FORMOSA,CENTRO,Y,66,1.0,8.0,N,1,464.0,234.0,0,0,0,0,0,1,1,45000.0,1,Y,GO,Valparaiso de Goias,Novo Jardim Oriente,N, ,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,31,738,738,1
30714,C,10,0,0,1,F,2,0,0, , ,0,TO,GURUPI,CENTRO,Y,68,1.0,0.0,N,1,994.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,TO,GURUPI,CENTRO,Y,68,0,9.0,2.0,11.0,0.0,0,0,0,0,2,N,38,774,774,0
30716,C,20,0,0,1,F,2,1,0,MG,NOVA LIMA,1,MG,NOVA LIMA,SEABRA ONRIO BICALHO,Y,29,2.0,6.0,N,1,447.0,650.0,0,1,0,0,0,1,1,0.0,1,Y,MG,BELO HORIZONTE,BH SHOPPING,N, ,0,9.0,2.0,0.0,0.0,0,0,0,0,2,N,39,340,340,0
30727,C,20,0,0,1,F,2,0,0,RS,PELOTAS,1,RS,PELOTAS,FRAGATA,Y,58,2.0,4.0,N,1,776.0,0.0,0,0,0,0,1,1,1,0.0,1,Y,RS,PELOTAS,DISTRITO INDUSTRIAL,Y,58,0,9.0,5.0,0.0,0.0,0,0,0,0,1,N,26,961,961,0
30742,C,20,0,0,1,M,2,0,0,MG,MONTE CARMELO,1,MG,MONTE CARMELO,CATULINA MATOS,N, ,1.0,0.0,N,0,770.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,MG,MONTE CARMELO,VILA NOVA,Y,32,0,9.0,5.0,0.0,0.0,0,0,0,0,1,N,26,385,385,0
30750,C,5,0,0,1,F,1,0,0,PE,MACAPARANA,1,PE,MACAPARANA,CENTRO,Y,97,1.0,25.0,N,0,418.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,PE,MACAPARANA,CENTRO,Y,97,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,32,558,558,0
30764,C,5,0,0,1,M,1,1,0,RS,PORTO ALEGRE,1,RS,Porto Alegre,Restinga,Y,54,1.0,20.0,N,0,953.0,0.0,0,1,0,0,0,0,0,0.0,1,Y,RS,PORTO ALEGRE,SANTANA,Y,54,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,39,917,917,0
30769,C,25,0,0,1,M,2,0,0,CE,ALTO SANTO,1,CE,Fortaleza,Messejana,Y,107,1.0,3.0,N,0,573.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,CE,FORTALEZA,PQ DO COCO,Y,107,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,38,608,608,0
30774,C,15,Web,0,1,F,2,2,0,BA,FORMOSA DO RIO PRETO,1,GO,APARECIDA DE GOIANIA,CIDADE LIVRE,Y,67,1.0,13.0,N,1,560.63,551.0,1,0,0,0,0,0,0,0.0,0,Y,GO,APARECIDA DE GOIANIA,SETOR CENTRAL,Y,67,0,9.0,2.0,9.0,3.0,0,0,0,0,1,N,31,749,749,0
30782,C,10,0,0,1,M,1,0,0,SP,ITAP,1,SP,Guaruja,Jardim Enseada,Y,10,1.0,0.0,N,0,962.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,SP,GJA,BROOKLIN,Y,5,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,53,114,114,0
30800,C,25,0,0,1,F,7,1,0,MG,Contagem,1,MG,Contagem,nossa Senhora de Fatima,Y,29,1.0,2.0,N,0,420.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,MG,Belo Horizonte,Vila Oedte,N, ,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,31,320,320,0
30830,C,10,0,0,1,F,1,1,0,RS,SAO LOURENCO DO SUL,1,RS,Pelotas,Centro,Y,58,1.0,2.0,N,1,3505.0,0.0,1,1,0,0,0,1,1,0.0,1,Y,RS,CAPAO DO LEAO,ZONA RURAL,Y,58,0,15.0,5.0,0.0,0.0,0,0,0,0,1,N,44,960,960,0
30837,C,25,0,0,1,F,2,1,0,CE,BRASILEIRA,1,CE,CAUCAIA,NOVA  METROPOLE,Y,107,1.0,10.0,N,0,84662.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,CE,CAUCAIA,FORTALEZA,Y,107,0,9.0,0.0,0.0,0.0,0,0,0,0,1,N,36,616,616,0
30843,C,20,0,0,1,F,2,0,0,CE,FORTELEZA,1,CE,Fortaleza,Granja Portugal,Y,107,1.0,8.0,N,0,439.0,0.0,0,1,0,0,0,1,1,0.0,1,Y,CE,Fortaleza,Bonsucesso,N, ,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,26,605,605,0
30844,C,1,0,0,1,F,2,0,0,BA,PORTO SEGURO,1,ES,SOORETAMA,CENTRO,N, ,1.0,15.0,N,0,827.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,ES,SOORETAMA,CENTRO,Y,25,0,10.0,2.0,0.0,0.0,0,0,0,0,1,N,27,299,299,0
30845,C,10,0,0,1,F,4,0,0,RS,CANGUCU,1,RS,Pelotas,Centro,Y,58,1.0,4.0,N,0,3700.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,RS,CAPAO DO LEAO,CENTRO,N, ,0,9.0,5.0,0.0,0.0,0,0,0,0,1,N,54,960,960,0
30850,C,5,0,0,1,M,1,0,0, , ,0,PR,PIRAQUARA,JD STA MONICA,Y,40,1.0,0.0,N,1,1265.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,PR,CURITIBA,TARUMA,Y,40,0,11.0,2.0,11.0,0.0,0,0,0,0,1,N,35,833,833,0
30864,C,20,0,0,1,M,1,0,0,MG,RIO NOVO,1,MG,RIO NOVO,CENTRO,Y,29,1.0,5.0,N,0,416.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,MG,BELO HORIZONTE,SANTA LUCIA,N, ,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,21,361,361,1
30866,C,15,0,0,1,M,2,0,0,GO,MINACU,1,GO,Goiania,Setor Recanto das Minas Gerais,Y,67,2.0,0.0,N,0,1184.0,0.0,0,0,0,0,0,0,0,0.0,1,Y,GO,APARECIDA DE GOIANIA,CHACARRA PEDRO,Y,67,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,25,747,747,0
30872,C,10,0,0,1,M,2,0,0,RS,Sao Jose do Ouro,1,RS,Igrejinha,Vila Nova,Y,54,1.0,1.0,N,0,1210.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,RS,Igrejinha,Centro,Y,54,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,40,956,956,0
30874,C,15,0,0,1,F,2,2,0, , ,0,MG,BELO HORIZONTE,JD GUANABARA,Y,29,2.0,0.0,N,1,450.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,MG,BELO HORIZONTE, ,N, ,0,16.0,5.0,11.0,0.0,0,0,0,0,1,N,43,317,317,1
30887,C,10,0,0,1,F,1,0,0,MT,CUIABA,1,MT,VARZEA GRANDE,AGUA VERMELHA,Y,71,1.0,10.0,N,0,637.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,MT,cuiaba,CENTRO,Y,71,0,10.0,2.0,0.0,0.0,0,0,0,0,1,N,27,781,781,1
30894,C,10,0,0,1,F,2,2,0,CE,QUIXADA,1,CE,HORIZONTE,CATOLE,Y,107,1.0,1.0,N,1,600.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,CE,FORTALEZA,CENTRO,N, ,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,40,608,608,0
30898,C,20,0,0,1,M,2,4,0, , ,0,PA,BUJARU,NOVO,Y,117,1.0,0.0,N,1,441.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,PA,BUJARU,CENTRO,N, ,0,9.0,2.0,11.0,0.0,0,0,0,0,1,N,64,686,686,0
30904,C,10,0,0,1,M,2,0,0,ES,CACHOEIRO DE ITAPEMIRIM,1,ES,CACHOEIRO DE ITAPEMIRIM,VARGEM ALTA,Y,27,1.0,3.0,N,0,687.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,ES,CACHOEIRO DE ITAPEMIRIM,VARGEM ALTA,Y,27,0,0.0,0.0,0.0,0.0,0,0,0,0,1,N,25,292,292,0
30917,C,1,0,0,1,M,2,2,0,BA,ITABUNA,1,BA,ITABUNA,CALIFORNIA,Y,84,1.0,20.0,N,0,433.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,BA,ITABUNA,SAO CAETANO,N, ,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,40,456,456,0
30918,C,10,0,0,1,F,4,1,0,AM,MANAUS,1,AM,MANAUS,CIDADE NOVA I,Y,118,1.0,15.0,N,1,932.0,0.0,1,0,0,0,1,1,1,0.0,1,Y,AM,MANAUS,MUTIRAO,Y,118,0,9.0,5.0,11.0,0.0,0,0,0,0,1,N,65,690,690,0
30922,C,10,0,0,1,M,2,2,0,BA,GUANAMBIENSE,1,BA,GUANAMBI,VILA NOVA,Y,90,1.0,25.0,N,1,475.0,70.0,0,1,0,0,0,1,1,0.0,1,Y,BA,GUANAMBI,AEROPORTO VELHO,N, ,0,9.0,2.0,0.0,0.0,0,0,0,0,2,N,21,464,464,0
30928,C,10,0,0,1,M,2,0,0,MS,RIO BRILHANTE,1,MS,RIO BRILHANTE,BENEDITO RONDON,Y,75,1.0,1.0,N,0,586.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,MS,RIO BRILHANTE, ,Y,75,0,9.0,5.0,0.0,0.0,0,0,0,0,2,N,30,791,791,0
30947,C,5,0,0,1,M,2,1,0,PE,Recife,1,PE,Jaboatao dos Guararapes,Barra de Jangada,Y,97,1.0,5.0,N,1,1055.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,PE,Recife,Imbiribeira,Y,97,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,25,544,544,1
30953,C,10,0,0,1,M,2,1,0,PE,Limoeiro,1,MT,Alta Floresta,Ciadade Alta,N, ,1.0,18.0,N,1,351.0,351.0,0,0,0,0,0,1,1,25000.0,1,Y,MT,Alta Floresta,Ciadade Alta,N, ,0,9.0,1.0,0.0,0.0,0,0,0,0,1,N,83,785,785,0
30960,C,10,0,0,1,F,2,0,0,SP,OSASCO,1,SP,Osasco,Padroeira,Y,5,1.0,27.0,N,1,671.0,0.0,0,0,0,0,0,1,1,0.0,1,N,SP,OSASCO,CENTRO,N, ,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,26,615,615,0
30968,C,10,0,0,1,M,5,0,0,MT,poxoreo,1,MS,campo grande,tiradentes,N, ,1.0,1.0,N,0,910.0,350.0,0,0,0,0,0,1,1,0.0,1,Y,MS,campo grande,tiradentes,Y,75,0,9.0,1.0,0.0,0.0,0,0,0,0,1,N,59,790,790,0
30972,C,1,0,0,1,M,1,0,0,RN,PORTALEGRE,1,RN,PARNAMIRIM,MONTE CASTELO,Y,105,5.0,1.0,N,0,1137.0,0.0,0,1,0,0,0,1,1,0.0,1,Y,RN,NATAL,LAGOA NOVA,Y,105,0,9.0,5.0,0.0,0.0,0,0,0,0,1,N,33,591,591,0
30987,C,25,0,0,1,M,2,0,0,PE,ITAMBE,1,PB,CAAPORA,CENTRO,Y,97,1.0,2.0,N,1,556.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,PE,GOIANA,ZONA RURAL,Y,97,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,44,583,583,0
30990,C,5,0,0,1,M,2,2,0,CE,QUIXADA,1,CE,HORIZONTE,CENTRO,Y,112,1.0,15.0,N,0,600.0,0.0,1,0,0,0,0,0,0,0.0,1,Y,CE,MORADA NOVA,CENTRO,N, ,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,52,628,628,1
30993,C,10,0,0,1,F,1,0,0,RS,Liberato Salzano,1,RS,Igrejinha,Cohab,Y,54,1.0,9.0,N,0,598.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,RS,Igrejinha,Casa de Pedra,N, ,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,25,956,956,1
30996,C,15,0,0,1,F,2,1,0,SP,SAO JOSE DO RIO PRETO,1,SP,SAO JOSE DO RIO PRETO,FLORESTA PARK,Y,15,1.0,1.0,N,0,450.0,0.0,0,0,0,0,0,1,1,25000.0,1,Y,SP,SAO JOSE DO RIO PRETO,BOA VISTA,N, ,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,34,151,151,0
30997,C,15,0,0,1,M,2,0,0,BA,paulo afonso,1,BA,GLORIA,CENTRO,Y,86,5.0,24.0,N,0,350.0,0.0,0,0,0,0,0,1,1,0.0,1,N,BA,GLORIA,CENTRO,Y,86,0,0.0,0.0,0.0,0.0,0,0,0,0,1,N,25,486,486,0
31003,C,15,0,0,1,M,2,1,0,PE,RECIFE,1,PE,SAO LOURENCO DA MATA,PARQUE CAPIBARIBE,Y,97,1.0,20.0,N,0,350.0,0.0,1,0,0,0,0,1,1,0.0,1,Y,PE,RECIFE,DERBY,Y,97,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,30,540,540,1
31006,C,10,0,0,1,F,2,0,0,BA,CANDEIAS,1,BA,Candeias,Malemba,Y,81,1.0,0.0,N,1,340.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,BA,CANDEIAS,OURO NEGRO,Y,81,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,36,438,438,1
31009,C,15,0,0,1,F,2,0,0,PE,RECIFE,1,PE,RECIFE,BRASILIA TEIMOSA,Y,97,1.0,12.0,N,0,350.0,0.0,1,0,0,0,0,1,1,0.0,1,Y,PE,RECIFE,BRASILA TEIMOSA,Y,97,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,45,510,510,0
31010,C,10,0,0,1,F,4,0,0,RS,PORTO ALEGRE,1,RS,PORTO ALEGRE,PARTENOM,N, ,1.0,50.0,N,0,350.0,350.0,0,0,0,0,0,1,1,0.0,1,Y,RS,PORTO ALEGRE,PARTENOM,Y,54,0,11.0,1.0,0.0,0.0,0,0,0,0,1,N,74,915,915,0
31019,C,10,0,0,1,F,2,2,0,SP,SAO PAULO,1,SP,Sao Paulo,Jardim Guaruja,Y,5,1.0,8.0,N,1,518.0,0.0,0,0,0,0,0,0,0,0.0,1,Y,SP,Sao Paulo,Vila Nova Conceicao,Y,5,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,38,587,587,0
31021,C,1,0,0,1,M,1,0,0, , ,0,PA,ANANINDEUA,COQUEIRO,Y,117,1.0,0.0,N,1,424.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,ANANINDEUA,COQUEIRO,Y,117,0,11.0,2.0,11.0,0.0,0,0,0,0,1,N,23,671,671,1
31038,C,10,0,0,1,F,1,0,0,MG,BAMBUI,1,MG,Contagem,Novo Progresso,Y,29,1.0,3.0,N,0,450.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,MG,Belo Horizonte,Centro,Y,29,0,9.0,5.0,0.0,0.0,0,0,0,0,1,N,44,321,321,0
31044,C,15,0,0,1,F,1,0,0, , ,0,MG,BELO HORIZONTE,VL FELICIDADE,Y,29,1.0,0.0,N,1,487.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,MG,BELO HORIZONTE,CARMO SION,Y,29,0,9.0,2.0,11.0,0.0,0,0,0,0,1,N,26,317,317,0
31052,C,1,0,0,1,M,2,0,0,BA,UBAITABA,1,BA,MEDEIROS NETO,PLANALTO I,N, ,1.0,17.0,N,0,3248.0,0.0,0,0,0,0,0,1,1,30000.0,1,Y,BA,MEDEIROS NETO,ALTO DA SERRARIA,N, ,0,9.0,2.0,0.0,4.0,0,0,0,0,2,N,51,459,459,0
31067,C,15,0,0,1,M,2,0,0, , ,0,AM,ITACOATIARA,JAUARY,Y,118,1.0,0.0,N,1,382.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,AM,ITACOATIARA,CENTRO,Y,118,0,9.0,2.0,11.0,0.0,0,0,0,0,1,N,33,691,691,0
31073,C,10,0,0,1,F,2,0,0,MT,CURITIBA,1,MT,V GRANDE,MARINGA I,Y,71,1.0,5.0,N,1,425.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,MT,CUIABA,CENTRO,Y,71,0,9.0,2.0,11.0,0.0,0,0,0,0,1,N,37,781,781,1
31076,C,10,0,0,1,F,1,0,0,PE,RECIFE,1,PE,PAULISTA,JANGA,Y,97,1.0,1.0,N,0,637.0,0.0,1,0,0,0,0,1,1,0.0,1,Y,PE,RECIFE,SANTO AMARO,Y,97,0,9.0,5.0,0.0,0.0,0,0,0,0,1,N,49,534,534,0
31083,C,15,0,0,1,F,1,0,0,PB,CAMPINA GRANDE,1,PB,CAMPINA GRANDE,BODOCONGO,Y,103,1.0,13.0,N,1,738.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,PB,CAMPINA GRANDE,MALVINAS,Y,103,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,25,581,581,0
31093,C,25,0,0,1,F,2,0,0,CE,FORTALEZA,1,CE,CAUCAIA,CONJ METROPOLITANO,Y,107,1.0,12.0,N,1,350.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,CE,CAUCAIA,CENTRO,N, ,0,9.0,0.0,0.0,0.0,0,0,0,0,1,N,26,616,616,0
31122,C,10,0,0,1,M,2,0,0,PR,DOIS VIZINHOS,1,PR,Pato Branco,Planalto,Y,47,1.0,8.0,N,0,400.0,900.0,0,0,0,0,0,1,1,0.0,1,Y,PR,Pato Branco,Centro,N, ,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,42,855,855,0
31123,C,20,0,0,1,F,1,0,0,PR,quedas do iguacu,1,RS,campo bom,operario,Y,54,2.0,2.0,N,0,856.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,RS,campo bom,operario,Y,54,0,13.0,2.0,0.0,0.0,0,0,0,0,1,N,25,937,937,0
31131,C,10,0,0,1,F,2,0,0,BA,CANAVIEIRAS,1,BA,CANAVIEIRAS,CENTRO,Y,84,1.0,20.0,N,0,700.0,0.0,1,0,0,0,0,0,0,25000.0,1,Y,BA,CANAVIEIRAS,CENTRO,N, ,0,9.0,2.0,0.0,0.0,0,0,0,0,2,N,35,458,458,1
31138,C,10,0,0,1,F,1,2,0,RS,PELOTAS,1,RS,Pelotas,areal,Y,58,2.0,3.0,N,0,405.0,130.0,0,0,0,0,0,1,1,0.0,1,Y,RS,PELOTAS,CENTRO,Y,58,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,43,960,960,0
31141,C,15,Web,0,1,F,2,2,0,PR,PORTO RICO,1,SP,Salto,Jardim Saltense,Y,5,1.0,20.0,N,1,665.27,1113.19,0,0,0,0,0,0,0,35000.0,0,Y,SP,SALTO,JD SALTENSE,N, ,5,9.0,2.0,9.0,4.0,0,0,0,0,1,N,38,133,133,0
